红树西岸 湾区豪宅 滨海社区 户型大气 看海景 拎包入住,"南山-红树湾租房-红树西岸 (百仕达红树西岸,红树西岸花园)-",55000,https://shenzhen.qfang.com/rent/100389327?insource=rent_list
宏发嘉域 一房一厅，有部分家私家电，可配齐,光明区-公明租房-宏发嘉域 (宏发嘉域花园)-,2100,https://shenzhen.qfang.com/rent/100394806?insource=rent_list
新天地名居 精装修全齐,罗湖-黄贝岭租房-新天地名居-,8500,https://shenzhen.qfang.com/rent/100397627?insource=rent_list
梅林一村 超大型成熟社区，配套齐全，交通购物便利,福田-梅林租房-梅林一村-,7500,https://shenzhen.qfang.com/rent/100389374?insource=rent_list
红树西岸 东南向4房，户型非常实用，楼层好，看房方便,"南山-红树湾租房-红树西岸 (百仕达红树西岸,红树西岸花园)-",40000,https://shenzhen.qfang.com/rent/100388875?insource=rent_list
熙龙湾 大五房 看海景 家电齐全 看房随时方便,"宝安-宝安中心区租房-熙龙湾 (熙龙湾花园,熙龙湾二期,熙龙湾花园N10区)-",15000,https://shenzhen.qfang.com/rent/100381673?insource=rent_list
流塘阳光 流塘阳光，精装两房，家私齐全，直接拎.包入住,宝安-西乡租房-流塘阳光 (流塘阳光花园)-,4600,https://shenzhen.qfang.com/rent/100384728?insource=rent_list
中海康城国际 大运新城 顶楼复式 视野开阔，鸟语花香 住家溫馨,龙岗-大运新城租房-中海康城国际 (中海康城花园)-,6500,https://shenzhen.qfang.com/rent/100389431?insource=rent_list
东方明珠城 带家私电器  4房2卫  随时看房,龙岗-龙岗中心城租房-东方明珠城 (榭丽花园三期)-,4500,https://shenzhen.qfang.com/rent/100394486?insource=rent_list
海怡东方花园 花园社区，精装两房，配套齐全，生活方便,南山-科技园租房-海怡东方花园-,9000,https://shenzhen.qfang.com/rent/100397919?insource=rent_list
中粮云景 精装大三房 品质小区 温馨舒适 家私家电齐全急租,"光明区-公明租房-中粮云景 (中粮云景花园南,云景花园南区,中粮云景花园南区)-",4300,https://shenzhen.qfang.com/rent/100398238?insource=rent_list
满庭芳 平湖凤凰大道商业成熟配套齐全小区精装三房家私电齐全,龙岗-平湖租房-满庭芳 (平湖满庭芳)-,3500,https://shenzhen.qfang.com/rent/100396560?insource=rent_list
花样年花郡一期 花样年花郡 标准俩房 家私电器全齐 看房方便,"宝安-宝安中心区租房-花样年花郡一期 (花郡一期,花样年花郡家园)-",5800,https://shenzhen.qfang.com/rent/100386943?insource=rent_list
碧海红树园 南向安静大三房，近地铁，通风采光好，居家舒适,福田-上下沙租房-碧海红树园 (泰然碧海红树园)-,17000,https://shenzhen.qfang.com/rent/100393855?insource=rent_list
半岛城邦二期 家私齐全拎包入住业主急租看房有钥匙,南山-蛇口租房-半岛城邦二期 (半岛城邦花园二期)-,26000,https://shenzhen.qfang.com/rent/100382310?insource=rent_list
保利上城 精装三房 干净温馨,龙岗-龙岗中心城租房-保利上城 (保利上城花园)-,4000,https://shenzhen.qfang.com/rent/100382803?insource=rent_list
锦绣江南三期 家私全齐电梯三房出租，朝南的，看房随时方便,龙华-深圳北租房-锦绣江南三期 (锦绣江南)-,5200,https://shenzhen.qfang.com/rent/100393414?insource=rent_list
皇达东方雅苑 高层，豪装两房，安静，正南向，大阳台，近地铁车位足,福田-石厦租房-皇达东方雅苑-,10000,https://shenzhen.qfang.com/rent/100387677?insource=rent_list
麟恒中心广场 租金便宜 4房，全新毛坯出租,"龙岗-横岗租房-麟恒中心广场 (麟恒城上城,东城中心花园)-",4500,https://shenzhen.qfang.com/rent/100228310?insource=rent_list
花样年花郡一期 地铁站单间 看花园 住家安静 看房方便,"宝安-宝安中心区租房-花样年花郡一期 (花郡一期,花样年花郡家园)-",3500,https://shenzhen.qfang.com/rent/100393842?insource=rent_list
海印长城小区  海岸城旁 车位充足 户型方正 业主自住 看房方便,南山-南山中心区租房-海印长城小区-,13800,https://shenzhen.qfang.com/rent/100390026?insource=rent_list
财富港 正规两房 带阳台有天然气 业主放租 价格可谈,宝安-西乡租房-财富港 (财富港大厦)-,5000,https://shenzhen.qfang.com/rent/100398392?insource=rent_list
华润城润府 新出房源！润府新出豪装中间楼层东南向精装三房随时看,南山-科技园租房-华润城润府-,19000,https://shenzhen.qfang.com/rent/100393149?insource=rent_list
汇宾广场一期 三房全齐出租,南山-南油租房-汇宾广场一期 (汇宾广场)-,7500,https://shenzhen.qfang.com/rent/100394344?insource=rent_list
山语清晖花园 欧式豪华装修 半山居家 高层安静 诚心出租看中可谈,福田-香蜜湖租房-山语清晖花园 (山语清晖花园一期)-,34000,https://shenzhen.qfang.com/rent/100391780?insource=rent_list
春华四季园 精装三房 厅出阳台 户型格局大气,龙华-民治租房-春华四季园-,6900,https://shenzhen.qfang.com/rent/100368762?insource=rent_list
桃苑小区 装修保养好很好，住家安静,南山-南头租房-桃苑小区 (桃苑单身宿舍)-,4000,https://shenzhen.qfang.com/rent/100390460?insource=rent_list
皇御苑四期 深港一号 家电全齐 精装 交通便利 拎包入住,"福田-皇岗租房-皇御苑四期 (深港1号,皇御苑)-",6800,https://shenzhen.qfang.com/rent/100396242?insource=rent_list
聚宝楼 莲塘中位置，家具齐全，装修很好，看房方便，有钥匙,罗湖-莲塘租房-聚宝楼 (聚宝综合楼)-,5000,https://shenzhen.qfang.com/rent/100380478?insource=rent_list
旺业豪苑 东门附近的2房·温馨住家··,罗湖-东门租房-旺业豪苑-,4600,https://shenzhen.qfang.com/rent/100391050?insource=rent_list
松泉山庄 3房2厅105平豪华装修南,罗湖-布心租房-松泉山庄-,6000,https://shenzhen.qfang.com/rent/100394112?insource=rent_list
花园城一期 山林式小区，环境优美，静享舒畅生活，家电全齐可拎包,南山-蛇口租房-花园城一期 (蛇口花园城)-,9000,https://shenzhen.qfang.com/rent/100396103?insource=rent_list
大冲新城花园C区 高新园站物业 两房一厅精装修出租 高层视野好 ,"南山-科技园租房-大冲新城花园C区 (新城花园C区,大冲城市花园)-",7500,https://shenzhen.qfang.com/rent/100399351?insource=rent_list
吉信大厦 布吉老街 3房 豪装 便宜,龙岗-布吉街租房-吉信大厦-,5000,https://shenzhen.qfang.com/rent/100353390?insource=rent_list
鸿洲文鼎 大新地铁站 荔香公园 南山文体 拎包入住 带双阳台,南山-南头租房-鸿洲文鼎 (鸿洲新都)-,7000,https://shenzhen.qfang.com/rent/100399162?insource=rent_list
东都花园一区 41.83平精装1居室 家私家电全齐 拎包入住,龙岗-龙岗中心城租房-东都花园一区-,2200,https://shenzhen.qfang.com/rent/100394728?insource=rent_list
皇御苑二期 86平小三房，看花园安静,福田-皇岗租房-皇御苑二期 (皇御苑B区)-,11000,https://shenzhen.qfang.com/rent/100351801?insource=rent_list
汉京九榕台 半山豪宅 身份的象征 全新豪华装修 南北通透,南山-前海租房-汉京九榕台 (汉京半山公馆)-,25000,https://shenzhen.qfang.com/rent/100389863?insource=rent_list
美园 单身公寓拎包入住,罗湖-春风路租房-美园 (联城美园)-,3000,https://shenzhen.qfang.com/rent/100396173?insource=rent_list
领航城领尚 3房2厅 82平 精装  南北通透  看房随时,宝安-西乡租房-领航城领尚 (领航城领尚华府)-,5300,https://shenzhen.qfang.com/rent/100383315?insource=rent_list
阳光新境园 温馨2房 全新家私家电 居家舒适 看房方便 ,龙华-深圳北租房-阳光新境园-,5000,https://shenzhen.qfang.com/rent/100393668?insource=rent_list
丽晶国际 大三房，精装修，南北通透，家电全齐，仅租8800,宝安-宝安中心区租房-丽晶国际 (德业新城花园A区)-,8800,https://shenzhen.qfang.com/rent/100395974?insource=rent_list
南海玫瑰园一期 精装修舒适4房 家私电器齐全 拎包入住 高档小区,"南山-蛇口租房-南海玫瑰园一期 (南海玫瑰花园一期,玫瑰花园一期,南海玫瑰花园)-",17000,https://shenzhen.qfang.com/rent/100222875?insource=rent_list
中海康城国际 精装三房 家电全齐 重新装修 从未出租过 一直自住,龙岗-大运新城租房-中海康城国际 (中海康城花园)-,3600,https://shenzhen.qfang.com/rent/100389459?insource=rent_list
椰风海岸 精装修，家电家具齐全，拎包入住,南山-前海租房-椰风海岸 (万裕椰风海岸家园)-,12000,https://shenzhen.qfang.com/rent/100376439?insource=rent_list
半岛城邦二期 豪华装修，双拼户型，大三房加个书房，房子价格可以谈,南山-蛇口租房-半岛城邦二期 (半岛城邦花园二期)-,19000,https://shenzhen.qfang.com/rent/100398012?insource=rent_list
鼎太风华七期 前海自贸区 全齐精装两房 毗邻阳光科创 看房方便,南山-前海租房-鼎太风华七期 (鼎太风华社区七期)-,6000,https://shenzhen.qfang.com/rent/100372784?insource=rent_list
乐湖 南北通五房、家私家电全齐看山湖美景豪华装修的家,"罗湖-水库租房-乐湖 (百仕达花园五期,东郡广场,百仕达东郡广场)-",25000,https://shenzhen.qfang.com/rent/100390342?insource=rent_list
中航天逸 红山站九方楼上的多选性房型 家私家电全齐拎包入住,龙华-深圳北租房-中航天逸 (中航天逸花园)-,2690,https://shenzhen.qfang.com/rent/100372621?insource=rent_list
信和爱琴居 新小区 购物方便 业主出国 急着出租 新装修,龙岗-布吉大芬租房-信和爱琴居-,3600,https://shenzhen.qfang.com/rent/100371622?insource=rent_list
水湾1979 4房2厅 260平 精装修 ,南山-蛇口租房-水湾1979 (水湾壹玖柒玖广场)-,28000,https://shenzhen.qfang.com/rent/100395168?insource=rent_list
南山豪庭 精装一房一厅 周边小区价格实惠一套 近科技园,南山-南头租房-南山豪庭-,4700,https://shenzhen.qfang.com/rent/100394098?insource=rent_list
佳兆业金翠园 精装1房2厅  ,罗湖-翠竹租房-佳兆业金翠园 (金翠园)-,6000,https://shenzhen.qfang.com/rent/100386744?insource=rent_list
山湖居二期 精装三房，带全屋家私  拎包入住,罗湖-布心租房-山湖居二期 (翡翠园山湖居二期)-,6000,https://shenzhen.qfang.com/rent/100393692?insource=rent_list
名仕阁 新鲜出炉，租金可议价,罗湖-地王租房-名仕阁-,6000,https://shenzhen.qfang.com/rent/100384864?insource=rent_list
水榭春天六期B区  温馨3房南向安静 家电齐全 拎包入住,龙华-民治租房-水榭春天六期B区 (莱蒙春天花园)-,7500,https://shenzhen.qfang.com/rent/100379219?insource=rent_list
星海名城五期 小两房，已空出，家电家具齐全，拎包入住,南山-前海租房-星海名城五期 (第五公社)-,5300,https://shenzhen.qfang.com/rent/100398520?insource=rent_list
金地龙城中央 龙城广场地 铁站，家私全齐，看房方便 急,龙岗-龙岗中心城租房-金地龙城中央 (金地凯旋广场)-,2800,https://shenzhen.qfang.com/rent/100396594?insource=rent_list
大冲新城花园C区 高新园全新精装一房一厅 家电齐全 看房方便,"南山-科技园租房-大冲新城花园C区 (新城花园C区,大冲城市花园)-",6600,https://shenzhen.qfang.com/rent/100399332?insource=rent_list
祥云天都世纪大厦 3房2厅 98平 普通装修 东南,福田-新洲租房-祥云天都世纪大厦 (天都世纪大厦)-,8500,https://shenzhen.qfang.com/rent/100398903?insource=rent_list
湖心大厦 两房一厅  精装修  拎包入住,罗湖-春风路租房-湖心大厦 (南湖时代广场)-,5000,https://shenzhen.qfang.com/rent/100389059?insource=rent_list
星河传奇铂寓S 红山品质社区精装修1房家电齐全拎包即住,"龙华-上塘租房-星河传奇铂寓S (星河传奇天街,星河传奇商厦)-",5000,https://shenzhen.qfang.com/rent/100391311?insource=rent_list
南山豪庭 科技园附近花园式小区 安静看花园 四房性价比高 ,南山-南头租房-南山豪庭-,2700,https://shenzhen.qfang.com/rent/100382344?insource=rent_list
锦绣江南三期 精装修大5房 家电齐全 拎包即住,龙华-深圳北租房-锦绣江南三期 (锦绣江南)-,7000,https://shenzhen.qfang.com/rent/100398176?insource=rent_list
可园五期 复式5房，双层居家，全家私电器,龙岗-布吉关租房-可园五期 (可园五六七期)-,3000,https://shenzhen.qfang.com/rent/100377246?insource=rent_list
风临国际 龙岗三号地铁吉祥站物业，简装办公楼业主诚心出租。,"龙岗-龙岗中心城租房-风临国际 (鸿基花园三期,风临域)-",2700,https://shenzhen.qfang.com/rent/100391457?insource=rent_list
湖彬苑 精致三房出租，看房方便 ,南山-西丽租房-湖彬苑-,8000,https://shenzhen.qfang.com/rent/100382549?insource=rent_list
万科翰邻城 3房2厅 88.68平 精装装修 南 业主诚意出租,"龙岗-龙岗中心城租房-万科翰邻城 (尚模八意府,首创八意府)-",4500,https://shenzhen.qfang.com/rent/100390130?insource=rent_list
龙佳园 户型方正已经重新收拾,南山-南油租房-龙佳园-,5500,https://shenzhen.qfang.com/rent/100395160?insource=rent_list
文康楼 全齐家私电器出租，看房方便。,罗湖-百仕达租房-文康楼-,2600,https://shenzhen.qfang.com/rent/100395780?insource=rent_list
壹城中心 龙华标杆建筑 中高层 南北通 拎包入住 配套成熟,龙华-龙华中心租房-壹城中心 (鸿荣源壹城中心)-,15000,https://shenzhen.qfang.com/rent/100349109?insource=rent_list
招商依山郡二期 全新装修，招商依山郡，一房一厅，家电齐全看房方便,"龙岗-龙岗中心城租房-招商依山郡二期 (依山郡二期,依山郡花园)-",2300,https://shenzhen.qfang.com/rent/100377370?insource=rent_list
流塘阳光 高性价比高品质，家私齐全，看房方便，随时入住,宝安-西乡租房-流塘阳光 (流塘阳光花园)-,4600,https://shenzhen.qfang.com/rent/100389797?insource=rent_list
新亚洲花园 新亚洲豪装大复式，客厅中空挑高，大气实用，随时看房,龙岗-龙岗中心城租房-新亚洲花园-,6600,https://shenzhen.qfang.com/rent/100330193?insource=rent_list
华浩源四期 精装三房，厅出阳台，家私家电全齐，拎包入住价格便宜,龙岗-布吉大芬租房-华浩源四期-,4300,https://shenzhen.qfang.com/rent/100398762?insource=rent_list
中海锦城 精致三房 业主诚心出租,"龙华-上塘租房-中海锦城 (中海锦城花园,AT MALL)-",7500,https://shenzhen.qfang.com/rent/100398217?insource=rent_list
佳兆业广场 精装公寓出租家私家电齐全拎包入住,"大鹏新区-大鹏租房-佳兆业广场 (佳兆业假日广场,KPR佳兆业广场)-",2000,https://shenzhen.qfang.com/rent/100389889?insource=rent_list
公园大地五期 2房2厅  精装装修 朝南 龙岗豪宅标杆 拎包入住,龙岗-龙岗中心城租房-公园大地五期 (公园大地花园五期)-,4500,https://shenzhen.qfang.com/rent/100392465?insource=rent_list
福园新村 装修保养好，家私电齐全，复试中空挑高客厅，急租,龙岗-龙岗中心城租房-福园新村 (福园小区)-,3200,https://shenzhen.qfang.com/rent/100372523?insource=rent_list
中城康桥花园一期 朝南看花园，精致装修，住家舒适,"龙岗-丹竹头租房-中城康桥花园一期 (康桥花园一期,中城康桥花园)-",4500,https://shenzhen.qfang.com/rent/100394322?insource=rent_list
可园七期 业主自住 家私家电齐全 客厅出大阳台 复试3房,龙岗-布吉关租房-可园七期 (可园五六七期)-,6000,https://shenzhen.qfang.com/rent/100394373?insource=rent_list
深南花园 新空出两房 价格美丽 拧包入住,南山-科技园租房-深南花园-,8000,https://shenzhen.qfang.com/rent/100397259?insource=rent_list
海珑华苑 地铁精装一房，办公装修，看房方便,罗湖-罗湖口岸租房-海珑华苑-,3600,https://shenzhen.qfang.com/rent/100391862?insource=rent_list
南海玫瑰园三期 精装修装修2+1房 拎包入住，看房随时方便 有钥匙,"南山-蛇口租房-南海玫瑰园三期 (南海玫瑰花园三期,玫瑰花园三期)-",11000,https://shenzhen.qfang.com/rent/100392701?insource=rent_list
金域缇香二期 坪山实验学校附近，精装四房，家私电齐全,"坪山-坪山租房-金域缇香二期 (万科金域缇香二期,万科金域缇香花园二期)-",4000,https://shenzhen.qfang.com/rent/100385327?insource=rent_list
中信红树湾 3房2厅 175.26平 精装装修 东南,"南山-红树湾租房-中信红树湾 (中信红树湾花城,中信花城)-",28000,https://shenzhen.qfang.com/rent/100394330?insource=rent_list
富通城三期 大两房诚信出租，看房方便,"宝安-碧海租房-富通城三期 (生活立方,碧海富通城)-",5500,https://shenzhen.qfang.com/rent/100369387?insource=rent_list
豪方现代豪园 家私电器全齐三房，精装修，拎包入住，园林式社区,南山-科技园租房-豪方现代豪园-,8200,https://shenzhen.qfang.com/rent/100397935?insource=rent_list
可园四期 精装修 大四房 直接可以拎包入住,龙岗-布吉关租房-可园四期-,6500,https://shenzhen.qfang.com/rent/100391755?insource=rent_list
皇庭港湾花园 南北通透 安静看花园 近深圳湾公园 海关跟太古城,南山-深圳湾租房-皇庭港湾花园-,20000,https://shenzhen.qfang.com/rent/100375124?insource=rent_list
金地梅陇镇 拎包入住精装三房花园中间位置高楼层采光非常好,龙华-深圳北租房-金地梅陇镇 (金地梅陇镇花园)-,6500,https://shenzhen.qfang.com/rent/100357606?insource=rent_list
华润城润府 万象天地旁 华润品质小区 精装3房2厅2卫 ,南山-科技园租房-华润城润府-,14500,https://shenzhen.qfang.com/rent/100398199?insource=rent_list
东方明珠城 拎包入住 看龙城广场 大阳台 3号线龙城广场站,龙岗-龙岗中心城租房-东方明珠城 (榭丽花园三期)-,3500,https://shenzhen.qfang.com/rent/100364665?insource=rent_list
星河传奇铂寓S 近上塘地铁 入则宁静出则繁华 开发商统一装看房方便,"龙华-上塘租房-星河传奇铂寓S (星河传奇天街,星河传奇商厦)-",5500,https://shenzhen.qfang.com/rent/100399547?insource=rent_list
万科天誉 地铁800米  全新精装带全私电器 租4000元,"龙岗-龙岗中心城租房-万科天誉 (万科天誉花园二期,天誉花园二期,天誉city mall)-",4000,https://shenzhen.qfang.com/rent/100391076?insource=rent_list
保利上城 1房1厅 36平 精装装修 南,龙岗-龙岗中心城租房-保利上城 (保利上城花园)-,2400,https://shenzhen.qfang.com/rent/100388866?insource=rent_list
龙珠花园(龙岗) 精装 三房 家私家电全齐 看房方便,龙岗-布吉关租房-龙珠花园(龙岗)-,4500,https://shenzhen.qfang.com/rent/100327518?insource=rent_list
星海名城五期 精装小两房，温馨舒适，初次放租，拎包即住,南山-前海租房-星海名城五期 (第五公社)-,6000,https://shenzhen.qfang.com/rent/100382689?insource=rent_list
东海国际  豪华装修 高端小区 身份象征 会所装修 非常大气,"福田-车公庙租房-东海国际 (东海国际商务公寓,东海国际中心二期B区)-",45000,https://shenzhen.qfang.com/rent/100382558?insource=rent_list
康达尔花园 普通装修 南 花园式的建筑,龙岗-布吉大芬租房-康达尔花园-,5800,https://shenzhen.qfang.com/rent/100320146?insource=rent_list
金港豪庭 全新装修2房放租有钥匙,福田-皇岗租房-金港豪庭-,9500,https://shenzhen.qfang.com/rent/100397686?insource=rent_list
中信红树湾 房子装修很漂亮，户型方正，带花园，270平。,"南山-红树湾租房-中信红树湾 (中信红树湾花城,中信花城)-",150000,https://shenzhen.qfang.com/rent/100293200?insource=rent_list
百仕达花园 业主全新装修  首 次出租  位置安静舒适 住家优,罗湖-水库租房-百仕达花园-,13000,https://shenzhen.qfang.com/rent/100391091?insource=rent_list
南岭花园 79平两房两厅两阳台，朝南采光好。,龙岗-布吉南岭租房-南岭花园-,2300,https://shenzhen.qfang.com/rent/100397328?insource=rent_list
金域缇香二期 精装4房，户型方正。业主诚心出租。,"坪山-坪山租房-金域缇香二期 (万科金域缇香二期,万科金域缇香花园二期)-",3300,https://shenzhen.qfang.com/rent/100365913?insource=rent_list
水榭春天1-3期 深圳北精装3房全齐，大阳台成熟大社区！,龙华-民治租房-水榭春天1-3期 (水榭春天花园)-,6500,https://shenzhen.qfang.com/rent/100397575?insource=rent_list
富通城三期 大社区，精致1居室，拧包入住，业主诚租,"宝安-碧海租房-富通城三期 (生活立方,碧海富通城)-",3800,https://shenzhen.qfang.com/rent/100390613?insource=rent_list
宝能华府 精装复式五房 可拎包入住 近地铁 366大街旁,南山-大学城租房-宝能华府-,10000,https://shenzhen.qfang.com/rent/100389908?insource=rent_list
绿景山庄 精装四房，全齐出租。,罗湖-布心租房-绿景山庄-,6000,https://shenzhen.qfang.com/rent/100397286?insource=rent_list
招商花园城 招商大4房，家电齐全仅租4500元一个月,"坪山-坪山租房-招商花园城 (坪山招商花园城,招商花园)-",4000,https://shenzhen.qfang.com/rent/100286813?insource=rent_list
志健时代广场 全家电出租 精装修大两房 保养非常好 看房方便,龙岗-横岗租房-志健时代广场-,4200,https://shenzhen.qfang.com/rent/100389406?insource=rent_list
国展苑 布吉关，精装两房出租，全家私电器通风采光，交通方便,龙岗-布吉关租房-国展苑-,3400,https://shenzhen.qfang.com/rent/100387457?insource=rent_list
苹果园 大阳台 装修保养不错 全家私家电 看花园,龙华-深圳北租房-苹果园-,3300,https://shenzhen.qfang.com/rent/100376980?insource=rent_list
布吉阳光花园 林园小区精装三房两厅 中间楼层 采光好 通风好,"龙岗-布吉街租房-布吉阳光花园 (祺峰华庭,阳光花园)-",4200,https://shenzhen.qfang.com/rent/100391161?insource=rent_list
星海名城六期 前海天虹 大新地铁 花园大社区 家电齐全 南向高层,南山-前海租房-星海名城六期 (城中央)-,6000,https://shenzhen.qfang.com/rent/100385938?insource=rent_list
海印长城小区 南山海岸城旁，环境优雅大型社区，精装两房，全齐家电,南山-南山中心区租房-海印长城小区-,8500,https://shenzhen.qfang.com/rent/100398051?insource=rent_list
金地海景花园A区 首 次出租的三房 精装修 拎包入住 大社区不要犹豫,"福田-沙尾租房-金地海景花园A区 (海景花园A区,金地海景花园)-",8000,https://shenzhen.qfang.com/rent/100394987?insource=rent_list
怡宝花园 精装修 采光两边无阻挡，光线和空气的流通好，大阳台,宝安-西乡租房-怡宝花园 (怡宝花园)-,4500,https://shenzhen.qfang.com/rent/100394421?insource=rent_list
红桂皇冠名庭 罗湖大剧院旁精装一房户型好看房随时,罗湖-蔡屋围租房-红桂皇冠名庭-,4800,https://shenzhen.qfang.com/rent/100398364?insource=rent_list
圣莫丽斯 景观单位，可看山看湖景，豪装四房，简单拎包入住。,龙华-深圳北租房-圣莫丽斯 (圣莫丽斯花园)-,23000,https://shenzhen.qfang.com/rent/100371597?insource=rent_list
荣超花园 布吉地铁站 荣超花园站 百合外国语旁 家私电器全齐,龙岗-布吉关租房-荣超花园-,5000,https://shenzhen.qfang.com/rent/100398134?insource=rent_list
前海时代 湾区的焦点 近1号线鲤鱼门站,南山-前海租房-前海时代 (地铁前海时代广场)-,11000,https://shenzhen.qfang.com/rent/100397405?insource=rent_list
皇达东方雅苑 品质小区 精装2房 安静住家 楼下7号线,福田-石厦租房-皇达东方雅苑-,8500,https://shenzhen.qfang.com/rent/100396989?insource=rent_list
澳城一期 有钥匙随时看，品质居家，家私齐全，看海景大阳台,"南山-蛇口租房-澳城一期 (澳城花园,东海湾豪园一期,豪园一期)-",14000,https://shenzhen.qfang.com/rent/100332740?insource=rent_list
汇展阁 罗湖口岸，国贸 金光华商圈，精装2室仅租3500元,罗湖-罗湖口岸租房-汇展阁 (大中华汇展阁1008号)-,3500,https://shenzhen.qfang.com/rent/100394871?insource=rent_list
中信红树湾 花园社区 近地/铁口 精装修 拎包入住 居家舒适,"南山-红树湾租房-中信红树湾 (中信红树湾花城,中信花城)-",9000,https://shenzhen.qfang.com/rent/100377105?insource=rent_list
万科红四期 精装三房 近地铁 朝南彩光好 通风好 拎包入住,龙岗-布吉关租房-万科红四期 (万科红悦花园)-,6800,https://shenzhen.qfang.com/rent/100396722?insource=rent_list
半岛城邦二期 近深圳湾海景五房，豪华装修是您的居家之选！,南山-蛇口租房-半岛城邦二期 (半岛城邦花园二期)-,17000,https://shenzhen.qfang.com/rent/100367492?insource=rent_list
诺德国际 3房2厅 80.12平 普通装修 南,南山-前海租房-诺德国际 (诺德假日花园)-,8500,https://shenzhen.qfang.com/rent/100371092?insource=rent_list
